# Constructed from biom file																																			
#OTU ID	HL1HFP1	HL1HFP2	HL1HFP3	HL1HFU1	HL1HFU2	HL1HFU3	HL2HFP1	HL2HFP2	HL2HFP3	HL2HFU1	HL2HFU2	HL2HFU3	HL3HFP1	HL3HFP3	HL3HFU1	HL3HFU2	HL3HFU3	SY1HFP1	SY1HFP2	SY1HFP3	SY1HFU1	SY1HFU2	SY1HFU3	SY2HFP1	SY2HFP2	SY2HFP3	SY2HFU1	SY2HFU2	SY2HFU3	SY3HFP1	SY3HFP2	SY3HFP3	SY3HFU1	SY3HFU2	SY3HFU3
Bacteria;Proteobacteria;Gammaproteobacteria;Acidiferrobacterales;Acidiferrobacteraceae;Sulfurifustis	0	3.94E-06	0	0	0	0	1.31E-05	0	0	0	0	0	0	0	0	3.06E-05	0	2.44E-05	5.40E-06	3.20E-06	0	4.39E-06	0	0.000165927	4.58E-05	5.91E-05	0	0	8.53E-06	0.000149189	0.000161079	0	0	1.92E-05	3.45E-05
Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas	1.70E-05	3.54E-05	0	0	0	1.41E-05	6.55E-06	1.77E-05	0	0	0	0	0	0	0	0	0	3.49E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Beggiatoales;Beggiatoaceae;uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;A21b;A21b_ge	0.0001529	0.001259634	0.000406207	0.000178243	0.000218214	7.05E-05	0.001100218	0.002141441	0.000257699	0.000399929	0.001158959	0.000250146	0.001469937	0.000921784	0.000910125	0.001500444	0.000624922	5.23E-05	0.000221582	2.24E-05	2.55E-05	3.07E-05	0.000464645	0.000154865	0.00084395	0.000746682	3.83E-05	3.31E-05	0.00100244	0.000149189	0.002232091	0.000265904	0.000159642	0.000249434	0.001384461
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter	0.000118922	0.000492045	5.12E-05	4.60E-05	7.27E-05	2.82E-05	1.96E-05	0.000176979	0	2.35E-05	2.27E-05	8.34E-06	0.000177101	0.002494239	0	0	0	3.14E-05	5.94E-05	4.16E-05	2.55E-05	8.34E-05	0	2.21E-05	3.06E-05	3.22E-05	3.19E-05	0.000270693	3.41E-05	1.66E-05	0	0	0	0.000115123	2.30E-05
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Alcaligenaceae;Candidimonas	0	3.94E-06	0	5.75E-06	0	1.41E-05	6.55E-06	0	0	1.18E-05	0.000227247	0	0	0	0	0.00024497	6.25E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Alcaligenaceae;Castellaniella	0	3.94E-06	0	0.000114995	0.000290951	0	0	1.77E-05	0	0.000105864	0.000454494	3.34E-05	0	0	0.000682594	0.000214349	6.25E-05	3.49E-06	1.08E-05	0	0	0	0	7.37E-06	0	1.07E-05	0	0	4.27E-06	1.66E-05	0	0	0	0	5.74E-06
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Alcaligenaceae;Eoetvoesia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Alcaligenaceae;Paralcaligenes	0	1.57E-05	0	0.00024149	0.001236543	1.41E-05	0	0	6.44E-05	0.000394048	0.001204409	2.50E-05	0	0	0	0.002664054	0.000312461	6.97E-06	0	9.61E-06	8.49E-06	8.78E-06	6.03E-06	3.69E-06	3.82E-06	0	0	0	4.27E-06	1.66E-05	0	0	0	1.92E-05	5.74E-06
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Alcaligenaceae;uncultured	1.70E-05	2.36E-05	1.10E-05	0.000224241	0	4.23E-05	6.55E-06	1.77E-05	0	0.000299947	4.54E-05	0	0	5.42E-05	0.000227531	3.06E-05	0	1.74E-05	5.40E-06	1.60E-05	7.64E-05	6.15E-05	5.43E-05	1.84E-05	1.53E-05	1.61E-05	5.75E-05	0.000110487	8.10E-05	0	0	0	0	7.67E-05	4.02E-05
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;B1-7BS;B1-7BS_ge	1.70E-05	9.45E-05	0.000124424	1.15E-05	0	0	0.000170272	0.000106187	0	5.88E-06	4.54E-05	8.34E-06	7.08E-05	5.42E-05	0	0.000214349	0	2.09E-05	8.65E-05	1.60E-05	0	0.000100956	1.81E-05	5.53E-05	0.000297865	0.000279334	6.39E-06	7.73E-05	1.71E-05	0	0.000644315	0	0	5.76E-05	6.89E-05
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia-Caballeronia-Paraburkholderia	0.000356767	0.000661308	0.000248847	0.006911224	0.020584812	0.070227414	0.00054356	0.00049554	0.000193274	0.005898959	0.014225656	0.05416493	0.000301071	0.00105734	0.003868032	0.006491717	0.023559555	0.003793293	0.002318505	0.007335206	0.039278078	0.013765072	0.054200509	0.002031681	0.000981425	0.004254473	0.054790582	0.015871437	0.035465047	0.001873156	0.000529259	0.002260187	0.018997446	0.00851913	0.019617981
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus	1.70E-05	5.51E-05	7.32E-06	5.75E-05	0	1.41E-05	1.96E-05	3.54E-05	0	5.88E-06	2.27E-05	1.67E-05	0	0.000189779	0	3.06E-05	0.000124984	0.000115054	0.001172764	0.000422815	5.94E-05	0.003682683	0.000223271	0.000129054	0.000614823	0.000827259	0.00014696	0.004104587	0.000166362	3.32E-05	9.20E-05	0.000265904	0	0.001477417	0.000379147
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Lautropia	0.0001529	0.000133836	0.000417185	0	0	0	0.000261957	0.000230072	0	2.94E-05	0	1.67E-05	0.000318782	0.000162668	0.000455063	3.06E-05	0	2.79E-05	0.000135111	2.88E-05	0	1.76E-05	0	3.69E-05	0.000274952	0.000273962	1.28E-05	1.66E-05	0	0	0.000391191	6.65E-05	0	1.92E-05	0.000120638
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Limnobacter	0	3.94E-06	3.66E-06	0	0	0	6.55E-06	0	0	2.35E-05	0	0	1.77E-05	2.71E-05	0	0	0	0.001192377	0.000999822	0.000115313	1.70E-05	8.78E-06	6.03E-06	0.000940252	0.000828674	0.000198757	2.56E-05	1.10E-05	8.53E-06	0.000116036	0.000621304	0.000132952	0	1.92E-05	0.00024702
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Mycoavidus	3.40E-05	2.36E-05	0.0001537	1.15E-05	0	0	0	0	6.44E-05	5.88E-06	0	8.34E-06	1.77E-05	2.71E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia	3.40E-05	9.45E-05	7.32E-06	4.02E-05	0.000145476	0.000550195	1.96E-05	3.54E-05	0	7.65E-05	9.09E-05	0.000100058	3.54E-05	5.42E-05	0	0	0.000124984	0.000142946	0.00164295	0.001329306	0.000857007	7.90E-05	0.019050435	4.06E-05	0.000267314	0.000435117	0.000396153	2.76E-05	0.007554558	1.66E-05	9.20E-05	0.000199428	0.000159642	0.000153498	0.002935516
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiales_unclassified;Burkholderiales_unclassified	0	0.000133836	3.66E-06	1.72E-05	0	0	0.000268506	3.54E-05	0	4.12E-05	0	0	0.000212521	0	0	0	0	3.14E-05	0.000102684	4.16E-05	1.70E-05	8.78E-06	0.000283614	0.000151178	9.55E-05	9.13E-05	1.28E-05	0	7.68E-05	1.66E-05	2.30E-05	0.000199428	0	0	5.17E-05
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Chromobacteriaceae;Crenobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	2.71E-05	0	0	0	0	8.65E-05	1.28E-05	0	0	0	0	1.53E-05	5.37E-05	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Chromobacteriaceae;Pseudogulbenkiania	0	8.27E-05	3.66E-06	1.15E-05	0	0	1.31E-05	3.54E-05	0	2.35E-05	0	0	1.77E-05	2.71E-05	0	0	0	3.49E-05	0.000783644	0.000201798	0	8.78E-06	0	1.84E-05	0.00031314	0.000961554	3.19E-05	0	0	1.66E-05	0.000207101	0.000332381	0	0	4.60E-05
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Chromobacteriaceae;Vogesella	1.70E-05	0.000220436	0	0	0	0	0.000124429	7.08E-05	0	0	0	0	0.000123971	0.000135556	0	0	0	6.97E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.92E-05	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Aquabacterium	8.49E-05	0.000200754	7.32E-06	3.45E-05	7.27E-05	0	1.31E-05	0	0	0	0	8.34E-06	0	0.000108445	0	3.06E-05	0	0.000289378	0.000545849	0.000134532	0	4.39E-06	0	5.90E-05	5.35E-05	0.000263219	1.92E-05	0	0	0	0	0	0	1.92E-05	2.30E-05
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Azohydromonas	5.10E-05	0.000232245	4.76E-05	0.000873965	0.000509165	9.88E-05	6.55E-05	0.000442447	0	0.000746927	0.000159073	4.17E-05	0.000141681	0.000162668	0.000227531	6.12E-05	6.25E-05	0	2.70E-05	0	8.49E-06	0.000373097	1.21E-05	0	7.64E-06	5.37E-06	1.92E-05	0.000110487	8.53E-06	0.000132613	4.60E-05	0	0	0.000172685	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Caenimonas	0.002021678	0.000779399	0.000878284	0.00025299	0.000218214	0.000169291	0.002121849	0.000796404	0.000515398	0.000129389	0.000204522	9.17E-05	0.00216063	0.001165786	0	0.000183728	6.25E-05	0.001223755	4.32E-05	0.000131329	8.49E-06	0.000373097	1.81E-05	0.001570773	6.11E-05	0.000139667	1.92E-05	0.000309363	6.83E-05	0.000861983	0	6.65E-05	0.000159642	0.000287808	1.72E-05
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Comamonadaceae_unclassified	0.003720567	0.007345242	0.003128888	0.002903634	0.002909514	0.002990802	0.006313156	0.007981736	0.001932741	0.002546609	0.001272583	0.001225715	0.005702648	0.006127152	0.00182025	0.001194231	0.001187352	0.000728675	0.001799679	0.001066648	0.00019516	0.001211467	0.000983599	0.000704267	0.001241102	0.00169212	0.00015335	0.001044101	0.000435102	0.000364685	0.002071013	0.000731237	0	0.00103611	0.00065489
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Curvibacter	0.000101933	0.0001732	1.83E-05	5.75E-06	0	0	0.000163723	0.000106187	6.44E-05	5.88E-06	0	0	8.86E-05	0.000379558	0	0	0	0.000202216	0.000216178	0.000246642	0	0	0	2.21E-05	7.64E-06	9.67E-05	1.92E-05	5.52E-06	4.27E-06	0	0	0	0	0	1.15E-05
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Hydrogenophaga	0.000118922	0.000728226	0.000336676	0	0	1.41E-05	0.000137527	0.00024777	0	1.18E-05	0	8.34E-06	0.000230231	0.00062356	0	0	0	3.49E-06	0	0	0	1.32E-05	0	3.69E-06	3.82E-06	5.37E-06	0	0	4.27E-06	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Ideonella	0.001970711	0.003424631	0.00015004	0.001098206	0.001309281	0.002807404	0.001335979	0.004088206	0.000579822	0.000929248	0.000181798	0.000316851	0.000850084	0.002114681	0.000682594	0.000398077	0.000124984	0.002573024	0.008571444	0.002293453	6.79E-05	0.000684742	0.001098251	0.000342915	0.002298903	0.00445323	0.000230025	0.000767884	0.000319928	0.000215496	0.00147272	0.000332381	0.000159642	0.000422119	0.000970846
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Leptothrix	0.000220856	0.000338527	3.66E-05	0.005433533	0.011492581	0.005191581	0.000478071	0.000212374	0.000193274	0.002070223	0.001295307	0.000842158	0.000159391	0.000894673	0.000910125	0.000796154	0.000749906	0.021703356	0.00029184	0.000842428	0.002027967	0.000109734	6.64E-05	0.003926933	0.000122201	0.000966926	0.000364206	4.97E-05	0.000132237	0.002088652	2.30E-05	0.000199428	0	0.000134311	4.60E-05
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Methylibium	0.000866433	0.004644901	0.003370416	0.002064167	0.000218214	0.000423227	0.003503671	0.007468498	0.002254864	0.002064342	0.002158846	0.000558659	0.00409103	0.003388911	0.002275313	0.002909024	0.001062367	8.02E-05	0.000783644	0.000214611	0.000127278	0.000548672	0.000211202	7.01E-05	0.000462072	0.000145039	6.39E-05	0.000452996	0.000136502	8.29E-05	0.000851416	6.65E-05	0	0.000537242	0.000201063
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Ottowia	0	0	3.66E-06	0	7.27E-05	0	0	0	0	1.18E-05	0.000249972	0	0	2.71E-05	0	9.19E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Pelomonas	0.001121267	0.003156958	0.000190295	0.000436983	0.000145476	8.46E-05	0.000622147	0.000460144	0.000193274	0.000335235	0.000159073	5.00E-05	0.000194811	0.000379558	0.000227531	0.000214349	0.000437445	0.01093361	0.028476002	0.02866496	5.94E-05	0.000201911	3.02E-05	0.001106178	0.003280329	0.006784596	0.000575061	8.84E-05	4.69E-05	0.000198919	0.000437214	6.65E-05	0	0.000633179	0.001401695
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Polaromonas	0.0024464	0.003530912	0.00106126	5.17E-05	0	0	0.001899186	0.001291944	0.000901946	3.53E-05	0.00034087	3.34E-05	0.001469937	0.001220008	0	0	6.25E-05	8.37E-05	2.16E-05	3.20E-05	0	2.19E-05	0	3.69E-06	0	1.07E-05	1.28E-05	1.10E-05	8.53E-06	0	0	0.000132952	0	5.76E-05	5.74E-06
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Ramlibacter	0.002837145	0.006361153	0.005712508	0.002294158	0.001309281	0.003992438	0.00441397	0.007238426	0.003865481	0.001623243	0.000977162	0.002084549	0.004976534	0.004771587	0.003412969	0.002633432	0.001749781	0.009085774	0.006112423	0.013033604	0.000704273	0.002427323	0.002142193	0.014918659	0.005556319	0.010851056	0.000690074	0.001723595	0.001168802	0.008420913	0.00294544	0.00631523	0.00063857	0.00159254	0.001183398
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Rhizobacter	0.006506745	0.006282426	0.001375979	0.001040708	7.27E-05	9.88E-05	0.006686444	0.004158998	0.003414508	0.000964536	0.000227247	0.00018344	0.005702648	0.004934255	0.001365188	0.000183728	0.000124984	0.003528321	0.00058368	0.001704074	0.000127278	7.02E-05	7.84E-05	0.008524948	0.000240583	0.001649146	5.75E-05	3.31E-05	4.69E-05	0.004442529	6.90E-05	0.000265904	0.000159642	0.000153498	7.47E-05
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax	0.000135911	0.000307036	0.000164678	1.72E-05	0	0	0.000137527	0.000141583	6.44E-05	3.53E-05	0	0	0.000159391	0.000189779	0	0	0	0.000132486	4.32E-05	0.00149587	8.49E-06	4.39E-06	6.03E-06	1.11E-05	3.82E-06	7.52E-05	6.39E-06	1.66E-05	1.28E-05	1.66E-05	0	0	0	0	1.72E-05
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Rivibacter	0	0	7.32E-06	0	0	0	0	0	0	0	2.27E-05	0	0	0	0	0	0	0	1.62E-05	0	0	0	6.03E-06	1.11E-05	8.40E-05	5.37E-06	0	5.52E-06	1.28E-05	1.66E-05	0.000207101	6.65E-05	0	1.92E-05	3.45E-05
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Rubrivivax	0.000424722	0.00076759	0.000464759	1.15E-05	0	0	0.000556658	0.000884893	0.001159644	1.18E-05	0	8.34E-06	0.000513592	0.00189779	0.000455063	0	0	2.44E-05	0.000167538	1.60E-05	8.49E-06	3.95E-05	1.21E-05	2.95E-05	0.000213851	0.000123552	0	8.29E-05	0.000115174	8.29E-05	0.000483236	6.65E-05	0	3.84E-05	0.000120638
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Simplicispira	0.000356767	0.0001732	0.000164678	7.47E-05	0	5.64E-05	0.000189919	3.54E-05	0.000257699	0.00013527	6.82E-05	5.00E-05	0.000177101	0.000189779	0	9.19E-05	0	0.034495262	0.000351289	0.010996403	3.39E-05	0.000131681	2.41E-05	0.003801566	0.000137476	0.001745838	1.92E-05	5.52E-05	5.12E-05	0.000911713	0	0.000531809	0	0.000115123	4.02E-05
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;uncultured	0.000118922	0.000307036	7.68E-05	0.011424793	0.048807099	0.040375825	0.000137527	0.000106187	6.44E-05	0.004587426	0.004863084	0.007437672	3.54E-05	0.000460892	0.002047782	0.001776036	0.004499438	0.005829399	0.000199964	0.000313908	0.000848522	0.000171186	0.002069781	0.000855445	0.000106926	0.000316937	0.000370595	0.00012706	0.000631324	0.000679641	9.20E-05	0.000332381	0.000478927	0.000364557	0.000178084
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Gallionellaceae;Candidatus_Nitrotoga	0	3.94E-06	0	0	0	0	1.96E-05	0	0	0	0	0	3.54E-05	0	0	0	0	0	0	3.20E-06	0	0	6.03E-06	0	0	0	0	5.52E-06	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Gallionellaceae;Gallionella	3.40E-05	1.18E-05	5.49E-05	0	0	0	6.55E-05	5.31E-05	0	0	0	8.34E-06	0.000336492	5.42E-05	0	0	0	0	0	0	0	4.39E-06	0	0	0	5.37E-06	0	5.52E-06	4.27E-06	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Gallionellaceae;Gallionellaceae_unclassified	0	3.94E-06	0	0	0	0	0	1.77E-05	0	0	0	8.34E-06	3.54E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Gallionellaceae;Sideroxydans	0.000101933	4.33E-05	6.59E-05	1.15E-05	0	0	0.000216114	8.85E-05	6.44E-05	0	2.27E-05	8.34E-06	0.000371912	0.000135556	0	0	0	3.49E-06	1.08E-05	0	8.49E-06	8.78E-06	0	0	0	2.69E-05	1.28E-05	5.52E-06	8.53E-06	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Hydrogenophilaceae;Hydrogenophilus	1.70E-05	9.45E-05	2.56E-05	0	0	4.23E-05	2.62E-05	0	0.000128849	0	0	1.67E-05	1.77E-05	0.000162668	0	0.000673669	0.000187477	1.39E-05	5.40E-06	0	8.49E-06	0	6.03E-06	2.21E-05	1.15E-05	5.37E-06	1.92E-05	0	0	3.32E-05	0	0.000132952	0.000319285	0	4.02E-05
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Hydrogenophilaceae;Thiobacillus	0	1.18E-05	3.29E-05	0	0	1.41E-05	0.000150625	3.54E-05	0.000128849	5.88E-06	0	0	0.000442752	5.42E-05	0	0	0	0.000111567	7.03E-05	6.09E-05	0	8.78E-06	0	0.000412973	0.000194758	0.000306193	6.39E-06	0	8.53E-06	0.000364685	0.000644315	0.000199428	0	3.84E-05	5.74E-06
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Hydrogenophilaceae;uncultured	0	0	0	0	0	0	6.55E-06	0	0	0	0	0	0	0	0	0	0	0	0	3.20E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Leeiaceae;Leeia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.18E-05	1.62E-05	2.56E-05	0	8.78E-06	0	7.37E-06	7.64E-06	5.37E-06	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Methylophilaceae;MM2	1.70E-05	2.76E-05	0	0	0	0	5.89E-05	0.000123885	0	0	0	0	1.77E-05	2.71E-05	0	0	0	0	5.40E-06	0	8.49E-06	4.39E-06	0	0	1.15E-05	1.61E-05	0	1.66E-05	4.27E-06	0	0	0	0	1.92E-05	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Methylophilaceae;Methylophilaceae_ge	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Methylophilaceae;Methylophilus	1.70E-05	7.87E-06	0	0	0	0	1.31E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Methylophilaceae;Methylotenera	1.70E-05	0.000393636	2.93E-05	4.60E-05	0	0	0.000268506	0.000637123	0	1.76E-05	0	0	0.000230231	0	0	6.12E-05	0	3.49E-06	2.16E-05	6.41E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Methylophilaceae;uncultured	0	0	0	0	0	0	5.89E-05	0	0	0	0	0	3.54E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae;uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.09E-05	0	0	0	0	0	2.21E-05	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;966-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.64E-06	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;Ellin6067	0.002769189	0.005939963	0.006023567	0.001414443	0.001382019	0.001678799	0.012102399	0.013556562	0.00315681	0.001393872	0.002795137	0.002793296	0.015514035	0.004690253	0.003412969	0.004286983	0.005124359	0.000453243	0.000735004	0.000525316	0.000296983	0.000307256	0.001043942	0.00336647	0.002738063	0.003486305	0.000223635	0.000348034	0.001028034	0.002751716	0.005269577	0.002991425	0.000957854	0.0009018	0.001344248
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;GOUTA6	3.40E-05	0.000122027	0.000446461	5.75E-06	0	2.82E-05	0.000523913	0.000141583	0.000128849	1.18E-05	0	1.67E-05	0.001133445	0.000162668	0	3.06E-05	0	7.67E-05	0.000124302	1.60E-05	3.39E-05	2.19E-05	1.81E-05	0.000899692	0.000305502	0.000123552	6.39E-06	0	2.13E-05	0.000629911	0.000989484	0	0	0	0.000109148
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;IS-44	5.10E-05	3.54E-05	1.46E-05	5.75E-06	0	0	1.31E-05	0.000106187	0	1.76E-05	0	0	0.000141681	2.71E-05	0	0	6.25E-05	3.49E-06	0	0	0	0	0	0	1.91E-05	0	0	5.52E-06	8.53E-06	0	2.30E-05	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;MND1	8.49E-05	0.000440872	0.000182976	0.000327737	0	4.23E-05	0.000759674	0.00256619	0.000193274	0.000523437	0.000772639	0.000200117	0.000974055	0.000488003	0.001137656	0.000612426	0.000437445	2.09E-05	7.57E-05	2.56E-05	7.64E-05	3.07E-05	0.000247408	0.000339228	0.000637736	0.000284706	0.000108623	0.000132584	0.000691044	0.000430992	0.001587776	6.65E-05	0.000798212	0.000575617	0.001028292
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;Nitrosomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.40E-06	6.41E-06	0	4.39E-06	6.03E-06	0	1.91E-05	3.22E-05	0	1.10E-05	8.53E-06	1.66E-05	6.90E-05	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;Nitrosospira	1.70E-05	1.57E-05	3.66E-06	2.87E-05	0	2.82E-05	2.62E-05	1.77E-05	0	3.53E-05	4.54E-05	0	0	0	0	0	0.000124984	3.49E-05	1.62E-05	1.92E-05	5.94E-05	3.51E-05	0.00051292	0.000674769	0.000145113	0.000515694	6.39E-05	0.000276217	0.003079837	0.000397838	0.000138068	0.000132952	0	0.000498868	0.002883814
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;mle1-7	3.40E-05	0.000267672	0.000267145	6.90E-05	0	1.41E-05	0.000275055	0.000849497	6.44E-05	1.00E-04	9.09E-05	6.67E-05	0.000460462	0.00021689	0	9.19E-05	0	2.79E-05	1.62E-05	9.61E-06	1.70E-05	2.63E-05	1.21E-05	8.11E-05	0.000294046	0.000343796	6.39E-06	4.42E-05	4.27E-05	9.95E-05	0.000483236	6.65E-05	0	7.67E-05	9.77E-05
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;oc32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.20E-06	0	0	0	0	1.15E-05	3.22E-05	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Duganella	0.001274167	0.000314909	4.39E-05	8.05E-05	0.000945592	2.82E-05	0.000320897	7.08E-05	0.000128849	1.76E-05	0.000318146	1.67E-05	3.54E-05	0.000189779	0	0	0	0.006230345	0.001334897	0.00012172	8.49E-06	8.78E-06	6.03E-06	8.85E-05	9.93E-05	0.00017727	1.92E-05	0	1.28E-05	1.66E-05	2.30E-05	0	0	5.76E-05	2.30E-05
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Herbaspirillum	1.70E-05	3.54E-05	3.66E-06	0.000103496	0	0	1.31E-05	0	0	7.65E-05	2.27E-05	8.34E-06	1.77E-05	0	0	0	0	8.02E-05	0.000113493	0.000377971	0	2.19E-05	1.81E-05	5.90E-05	8.40E-05	0.000316937	6.39E-06	1.66E-05	1.71E-05	3.32E-05	0.000115056	0.000132952	0	3.84E-05	4.02E-05
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Herminiimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.53E-05	0	0	0	0	0	0.00018409	0	0	0	0
